"Directory","Count","FileNames"
"","30","README.md | .gitignore | eslint.config.js | index.html | package.json | package-lock.json | favicon.svg | icons.svg | README.md | App.css | App.jsx | hero.png | react.svg | vite.svg | index.css | main.jsx | vite.config.js | README.md | config.py | main.py | webhook.py | deploy.zip | api-contract.md | automation-pipeline.md | ui-spec.md | README.md | whitepaper.md | READme.pdf | whitepaper.pdf | folderUse.txt"
